"","date","mktRF","size","BM"
"5478","20100810","-0.6566","0.2031","0.2302"
"5479","20100811","-0.8190","-0.0549","0.0321"
"5480","20100812","-0.5114","0.5992","0.4484"
"5481","20100813","0.8284","0.7030","0.1136"
"5482","20100816","0.6517","0.4580","0.1161"
"5483","20100817","-0.1436","0.5259","0.0557"
"5484","20100818","-0.0945","0.4757","-0.0052"
"5485","20100819","0.0636","0.4902","-1.3681"
"5486","20100820","-0.0231","-0.2069","0.4316"
"5487","20100823","0.6326","-0.3722","0.7257"
"5488","20100824","-0.4408","0.4915","0.0349"
"5489","20100825","-2.4684","-0.4166","-0.9724"
"5490","20100826","-0.6007","-0.8442","-0.2238"
"5491","20100827","0.4402","-0.2430","0.4962"
"5492","20100830","0.2444","-0.8965","-0.0707"
"5493","20100831","-1.6149","-2.0417","0.0049"
"5494","20100901","0.6434","0.9075","0.6317"
"5495","20100902","0.6823","-0.0092","-0.1255"
"5496","20100903","1.4065","0.4619","-0.7986"
"5497","20100906","0.7911","0.7247","-0.0711"
"5498","20100907","-0.0584","-0.1308","0.2564"
"5499","20100908","-0.4299","-0.0530","-0.1187"
"5500","20100909","-0.2112","0.0382","-0.3481"
"5501","20100910","0.6832","-0.6106","-0.1417"
"5502","20100913","2.5696","-1.5964","0.0413"
"5503","20100914","0.5127","0.2613","0.0562"
"5504","20100915","0.3878","0.3405","-0.0635"
"5505","20100916","-0.7762","0.4228","0.0790"
"5506","20100917","0.7207","-0.1878","-0.1261"
"5507","20100920","0.3407","-0.0389","0.4103"
"5508","20100921","0.1257","-0.3041","0.0828"
"5509","20100923","0.0964","-0.0553","0.2699"
"5510","20100924","-0.4260","-0.1483","0.3847"
"5511","20100927","0.3128","-0.6253","0.8464"
"5512","20100928","-0.0220","-0.0368","-0.5458"
"5513","20100929","0.6462","-0.1286","-0.0857"
"5514","20100930","-0.0350","0.1980","-0.4599"
"5515","20101001","0.0710","0.1314","0.2255"
"5516","20101004","0.0147","-0.5992","1.1368"
"5517","20101005","-0.5464","-0.1345","0.3079"
"5518","20101006","1.0194","-0.4743","0.8680"
"5519","20101007","0.0013","0.1324","-0.1395"
"5520","20101008","-0.4832","0.1215","0.0030"
"5521","20101011","-0.8157","0.0530","-0.0796"
"5522","20101012","-1.0671","0.2299","0.1474"
"5523","20101013","0.2179","0.1081","0.0558"
"5524","20101014","1.3441","-0.6090","0.7953"
"5525","20101015","-0.1236","-0.3989","1.0223"
"5526","20101018","-1.7625","0.4756","0.1097"
"5527","20101019","-0.1860","-0.2406","-0.5294"
"5528","20101020","0.9471","0.0720","-0.9391"
"5529","20101021","0.0820","0.0328","0.5109"
"5530","20101022","0.4370","-0.4623","0.0126"
"5531","20101025","1.6985","-1.0647","0.1633"
"5532","20101026","0.4144","-0.1068","0.2535"
"5533","20101027","-0.6202","0.1059","0.2156"
"5534","20101028","0.7664","-0.5206","-0.3307"
"5535","20101029","-0.8007","-0.0252","-0.0734"
"5536","20101101","1.1024","-1.4873","-0.3012"
"5537","20101102","-0.4297","-0.9460","0.2636"
"5538","20101103","-0.6204","-1.6083","0.3503"
"5539","20101104","0.7644","-0.1941","0.0558"
"5540","20101105","1.0874","-0.2214","0.5409"
"5541","20101108","-0.2189","-0.5042","1.6053"
"5542","20101109","0.1727","0.3122","-0.3532"
"5543","20101110","0.0479","0.4203","-0.0366"
"5544","20101111","-0.1723","0.7337","-0.4906"
"5545","20101112","-1.4393","0.6089","-0.6623"
"5546","20101115","-0.9156","-0.2314","-1.5138"
"5547","20101116","0.8710","-0.3910","-0.1740"
"5548","20101117","-0.6839","0.5876","-0.3385"
"5549","20101118","0.3322","-0.1023","0.3163"
"5550","20101119","0.2604","-0.1480","-0.3374"
"5551","20101122","0.8260","-0.4884","-0.2290"
"5552","20101123","-0.5434","0.2519","-0.1147"
"5553","20101124","-0.4019","-0.2084","0.0576"
"5554","20101125","0.6423","-0.3059","-0.2718"
"5555","20101126","-0.4764","0.0899","-0.7646"
"5556","20101129","0.6726","0.5036","0.6444"
"5557","20101130","0.0828","0.6308","0.5503"
"5558","20101201","1.7461","-0.8044","1.0071"
"5559","20101202","0.7746","-0.6269","0.0805"
"5560","20101203","0.3907","0.0818","-0.8126"
"5561","20101206","0.9322","-0.4514","0.7695"
"5562","20101207","0.0658","0.4617","0.5857"
"5563","20101208","-0.0433","0.3964","-0.1963"
"5564","20101209","0.5831","0.0702","-0.1650"
"5565","20101210","-0.4092","0.5063","-0.5436"
"5566","20101213","0.1888","0.4358","0.4570"
"5567","20101214","0.0358","-0.0215","-0.0745"
"5568","20101215","0.1970","-0.7918","0.4078"
"5569","20101216","0.2866","0.0966","0.4356"
"5570","20101217","0.4514","-0.3982","0.1853"
"5571","20101220","-0.5350","0.4609","0.6108"
"5572","20101221","0.6398","-0.1312","0.2171"
"5573","20101222","0.3578","0.3807","-0.3907"
"5574","20101223","0.4499","0.2667","0.6580"
"5575","20101224","-0.4233","-0.0356","0.3187"
"5576","20101227","0.3770","-0.7932","0.8791"
"5577","20101228","-0.2245","-0.1967","0.0833"
"5578","20101229","-0.0017","-1.5672","1.4342"
"5579","20101230","0.4540","-0.1678","-0.2015"
"5580","20101231","0.7314","-0.1789","0.5761"
"5581","20110103","0.5973","-0.3366","1.8605"
"5582","20110104","-0.3350","1.1066","-0.3445"
"5583","20110105","-1.6798","0.8629","-0.8450"
"5584","20110106","0.4232","-0.0620","0.5493"
"5585","20110107","-1.1327","0.4616","-1.3521"
"5586","20110110","0.4112","-0.7883","0.5164"
"5587","20110111","1.2124","-0.5989","-0.0443"
"5588","20110112","0.3689","-0.1500","0.5928"
"5589","20110113","0.1042","-0.2254","0.0157"
"5590","20110114","-0.0161","0.0147","0.0145"
"5591","20110117","-0.5469","0.2590","-0.8015"
"5592","20110118","0.7102","-0.6836","0.1959"
"5593","20110119","1.0787","-0.3949","-0.2857"
"5594","20110120","-0.6774","0.0553","0.5383"
"5595","20110121","-0.7393","0.5202","-0.0099"
"5596","20110124","-0.0691","-0.3469","0.5166"
"5597","20110125","0.4838","-0.6890","0.3853"
"5598","20110126","0.6553","-0.3445","-0.3034"
"5599","20110127","0.5013","-0.3658","-0.3707"
"5600","20110128","0.4626","-0.6672","-0.0064"
"5601","20110208","-0.3949","0.3521","0.7880"
"5602","20110209","-1.1126","0.5659","0.5043"
"5603","20110210","-1.9048","1.5891","-0.3326"
"5604","20110211","-2.5703","0.4716","-0.8228"
"5605","20110214","0.8466","-0.4621","0.4055"
"5606","20110215","0.3837","-0.0658","-0.5282"
"5607","20110216","-0.0824","0.3393","0.1831"
"5608","20110217","-0.3306","0.5820","-0.6068"
"5609","20110218","1.8065","-1.0175","0.7336"
"5610","20110221","-0.0633","0.5298","-0.1120"
"5611","20110222","-1.8129","0.1707","-0.5192"
"5612","20110223","-1.6270","-0.0870","-0.5848"
"5613","20110224","0.0735","-0.1128","0.0355"
"5614","20110225","0.5787","0.0981","-1.5698"
"5615","20110301","1.4631","-0.1140","0.2274"
"5616","20110302","-1.2450","0.9511","-0.1382"
"5617","20110303","1.4146","-0.4443","-0.0915"
"5618","20110304","0.5446","-0.9053","-0.3950"
"5619","20110307","-0.8181","0.6548","-0.1972"
"5620","20110308","0.4040","0.1283","-0.4990"
"5621","20110309","0.0456","-0.0151","-0.0711"
"5622","20110310","-1.2377","0.6751","0.2224"
"5623","20110311","-0.8740","0.3664","0.1574"
"5624","20110314","-0.5279","-1.3127","-0.6149"
"5625","20110315","-3.3179","-1.4801","-0.6439"
"5626","20110316","1.0867","-0.5020","-0.2179"
"5627","20110317","-0.4807","-0.3476","0.4907"
"5628","20110318","1.3006","0.9520","0.5363"
"5629","20110321","0.9030","0.4969","0.6520"
"5630","20110322","0.4370","0.5968","0.1096"
"5631","20110323","0.4399","0.4006","0.2494"
"5632","20110324","0.3728","0.3401","0.3858"
"5633","20110325","0.3928","-0.3263","-0.3770"
"5634","20110328","-0.6626","-0.1801","0.3860"
"5635","20110329","0.5137","-0.4200","0.1379"
"5636","20110330","0.5576","-0.1587","0.3940"
"5637","20110331","0.4138","-0.1551","-0.4422"
"5638","20110401","0.2557","0.0655","-0.5229"
"5639","20110406","1.6814","-0.9862","-0.3802"
"5640","20110407","0.5092","0.2469","-0.0530"
"5641","20110408","-0.0528","0.2168","0.6347"
"5642","20110411","-0.1792","0.1201","-0.0257"
"5643","20110412","-1.6579","0.7892","0.2926"
"5644","20110413","0.5246","-0.0820","0.2033"
"5645","20110414","0.2411","0.6313","-0.2702"
"5646","20110415","-1.0079","0.8509","-0.1370"
"5647","20110418","-0.0159","-0.3634","0.0864"
"5648","20110419","-0.8886","0.3704","-0.3922"
"5649","20110420","2.0250","-0.7846","-0.1461"
"5650","20110421","1.6256","-0.9052","0.5739"
"5651","20110422","0.1097","0.5704","-0.2244"
"5652","20110425","-0.2006","0.1728","0.5511"
"5653","20110426","-0.0007","0.1497","-0.2926"
"5654","20110427","1.1379","-0.9502","0.2550"
"5655","20110428","-0.0996","-0.1584","-0.6662"
"5656","20110429","-0.3428","-0.3727","-0.5028"
"5657","20110503","-0.6687","-0.4737","0.3783"
"5658","20110504","-0.0496","1.1146","-0.1645"
"5659","20110505","0.7500","-0.1328","-0.3434"
"5660","20110506","-0.4916","0.4073","0.0322"
"5661","20110509","0.6768","-0.6537","-0.0165"
"5662","20110510","-0.1149","-0.0607","0.3597"
"5663","20110511","-0.0236","-0.0300","-0.0003"
"5664","20110512","0.1286","0.0510","-0.2777"
"5665","20110513","-0.3061","0.1826","-0.1419"
"5666","20110516","-1.0880","0.2544","0.2293"
"5667","20110517","-0.3009","0.0200","0.2036"
"5668","20110518","0.6726","0.0406","-0.3544"
"5669","20110519","-0.5905","0.0661","-0.0889"
"5670","20110520","-0.5759","-0.4974","-0.3359"
"5671","20110523","-1.0233","0.0749","-0.1890"
"5672","20110524","0.1310","-0.3716","-0.1573"
"5673","20110525","-0.3360","0.4316","0.4534"
"5674","20110526","0.6586","-0.0632","-0.2144"
"5675","20110527","0.2303","-0.0066","-0.4205"
"5676","20110530","0.1628","0.1780","0.0373"
"5677","20110531","1.8734","-0.6388","-0.3707"
"5678","20110601","0.7938","-0.4499","-0.3768"
"5679","20110602","-0.8057","0.3861","0.6919"
"5680","20110603","0.6479","-0.0538","-0.4404"
"5681","20110607","0.1285","0.3545","-0.2041"
"5682","20110608","-0.5628","0.5353","0.1828"
"5683","20110609","-0.0740","-0.1374","0.6758"
"5684","20110610","-1.7995","0.5028","0.8272"
"5685","20110613","-1.3842","0.0156","0.2164"
"5686","20110614","1.3164","-0.2909","-0.6749"
"5687","20110615","0.0202","-0.3969","-0.3072"
"5688","20110616","-1.9755","0.4175","0.4667"
"5689","20110617","-0.2513","-0.4068","0.0373"
"5690","20110620","-1.1915","-1.1317","-0.3307"
"5691","20110621","0.8126","-0.9678","-0.0664"
"5692","20110622","0.2295","0.7451","0.3735"
"5693","20110623","-0.6103","0.7664","-0.1081"
"5694","20110624","-0.4067","0.7581","0.3581"
"5695","20110627","-0.3594","0.0329","0.2354"
"5696","20110628","-0.2065","0.3763","0.1991"
"5697","20110629","1.5019","-0.7676","-0.1044"
"5698","20110630","1.0050","-0.5366","-0.0215"
"5699","20110701","1.0215","-0.2900","-0.2748"
"5700","20110704","0.4058","0.1156","-0.6888"
"5701","20110705","0.1291","-0.0177","-0.8571"
"5702","20110706","0.6583","-0.5147","-0.0794"
"5703","20110707","-0.3566","0.1272","1.1293"
"5704","20110708","-0.1514","-0.1411","0.2304"
"5705","20110711","-0.7391","-0.5391","0.1680"
"5706","20110712","-1.9828","-0.1111","0.0021"
"5707","20110713","0.1903","-0.9176","0.1533"
"5708","20110714","0.0208","-0.3326","-0.3720"
"5709","20110715","1.1406","0.0831","0.2209"
"5710","20110718","-0.2478","0.4234","-0.4182"
"5711","20110719","-0.0494","-0.1441","0.3679"
"5712","20110720","2.2627","-0.3083","-1.2966"
"5713","20110721","0.3745","-0.2751","0.0265"
"5714","20110722","0.6243","0.4056","-0.1183"
"5715","20110725","-0.9193","-0.0342","0.1188"
"5716","20110726","1.4187","-0.6350","-0.5327"
"5717","20110727","0.2849","0.4361","-0.0380"
"5718","20110728","-0.4976","0.5186","-0.2371"
"5719","20110729","-1.2977","0.5820","0.0192"
"5720","20110801","0.7342","0.1128","1.2055"
"5721","20110802","-1.2904","0.9481","0.6090"
"5722","20110803","-1.4751","-0.0036","0.7812"
"5723","20110804","-1.5178","0.1173","0.4806"
"5724","20110805","-5.5660","-0.3856","-0.4300"
"5725","20110808","-3.7766","-0.7400","-1.3088"
"5726","20110809","-0.7169","-0.7743","-1.3036"
"5727","20110810","3.3086","0.0661","1.3961"
"5728","20110811","-0.1782","-0.5656","-0.3908"
"5729","20110812","-1.0267","1.7670","0.5177"
"5730","20110815","2.3940","-0.2341","-0.2675"
"5731","20110816","-0.2574","0.6724","0.1083"
"5732","20110817","-0.6780","0.4373","0.3352"
"5733","20110818","-1.6155","-0.3532","0.8576"
"5734","20110819","-3.5676","-0.6793","-0.3665"
"5735","20110822","-0.4120","-0.8430","-0.3799"
"5736","20110823","3.3165","-0.4515","0.4274"
"5737","20110824","-0.5593","0.3897","-0.1038"
"5738","20110825","-1.1615","-0.0305","0.2792"
"5739","20110826","0.4608","-0.6177","-0.3321"
"5740","20110829","1.7796","-0.1261","0.1359"
"5741","20110830","0.8915","0.4943","-0.6942"
"5742","20110831","1.2487","-0.6151","0.5035"
"5743","20110901","0.2288","-0.4517","0.6525"
"5744","20110902","-0.0085","-0.0677","0.0261"
"5745","20110905","-2.6565","0.9800","-0.1561"
"5746","20110906","-2.4504","1.0458","-0.2869"
"5747","20110907","2.1941","-1.0281","-0.1346"
"5748","20110908","0.2565","-0.0222","0.3292"
"5749","20110909","0.8414","-0.4088","-0.5363"
"5750","20110913","-2.8725","1.1100","0.1471"
"5751","20110914","-2.2073","0.2216","-0.2469"
"5752","20110915","2.1910","-0.8059","0.7083"
"5753","20110916","2.5805","-0.5468","-0.0798"
"5754","20110919","-1.2690","0.4503","-0.3453"
"5755","20110920","0.1635","0.2815","0.1415"
"5756","20110921","0.5745","0.3024","-0.3630"
"5757","20110922","-3.0398","1.2061","-0.1885"
"5758","20110923","-3.5436","0.0774","-0.0801"
"5759","20110926","-2.4027","-1.5594","-0.1447"
"5760","20110927","3.0453","-1.4446","-0.0252"
"5761","20110928","0.7887","-0.3195","-0.5818"
"5762","20110929","0.4960","0.1514","0.0537"
"5763","20110930","0.5833","-0.1234","0.1054"
"5764","20111003","-2.8824","1.1306","-0.1423"
"5765","20111004","0.4817","-0.6805","-0.0423"
"5766","20111005","-0.8241","0.6122","0.1064"
"5767","20111006","2.0113","-0.9282","-0.2531"
"5768","20111007","1.0999","-0.5606","0.3338"
"5769","20111011","2.5454","-0.3865","-0.5337"
"5770","20111012","-0.2165","0.4680","-0.1288"
"5771","20111013","0.6404","0.3004","-0.3236"
"5772","20111014","-0.9478","0.7254","-0.1794"
"5773","20111017","1.3780","-0.3549","-0.2179"
"5774","20111018","-1.3494","0.7571","-0.3623"
"5775","20111019","-0.0875","-0.0863","0.3263"
"5776","20111020","-1.4714","0.7385","-0.1258"
"5777","20111021","0.1355","-0.2154","0.1877"
"5778","20111024","2.9429","-1.1371","-0.1719"
"5779","20111025","0.2983","-0.0752","0.1216"
"5780","20111026","0.5739","-0.0601","-0.5423"
"5781","20111027","0.3638","0.6297","0.3162"
"5782","20111028","0.6767","-0.7901","0.2589"
"5783","20111031","-0.3747","-0.0588","-0.1690"
"5784","20111101","0.4580","0.0785","-0.0971"
"5785","20111102","-0.3164","0.1311","-0.1742"
"5786","20111103","-1.8029","0.9089","0.0894"
"5787","20111104","1.9563","-0.5826","0.3433"
"5788","20111107","0.2336","0.2793","-0.4513"
"5789","20111108","-0.2796","0.1335","0.1816"
"5790","20111109","-0.5016","0.1797","-0.1576"
"5791","20111110","-3.2971","0.1090","-0.1559"
"5792","20111111","0.7707","-0.6182","0.4867"
"5793","20111114","2.1222","-0.5644","-0.6852"
"5794","20111115","-0.3938","-0.2042","0.0746"
"5795","20111116","-1.3222","0.2428","-0.0111"
"5796","20111117","0.0034","-0.0706","-0.1425"
"5797","20111118","-2.0804","0.5112","0.4528"
"5798","20111121","-2.6343","-1.0097","-0.0474"
"5799","20111122","-0.6081","-1.8537","0.2557"
"5800","20111123","-2.7532","0.2635","-1.1780"
"5801","20111124","0.8256","-0.6090","0.8199"
"5802","20111125","-1.1672","0.4508","0.6269"
"5803","20111128","1.6637","-0.5851","0.3805"
"5804","20111129","1.3259","0.1210","-0.2341"
"5805","20111130","-1.1498","-1.0838","0.3328"
"5806","20111201","3.9716","-0.9268","0.4979"
"5807","20111202","-0.5445","0.1977","-0.0565"
"5808","20111205","-0.5772","0.4970","-0.1399"
"5809","20111206","-1.9958","0.4875","0.0953"
"5810","20111207","1.1179","-1.0216","0.1803"
"5811","20111208","-0.7055","-0.1382","-0.4272"
"5812","20111209","-1.3125","0.5775","0.0940"
"5813","20111212","0.8218","-0.4096","-0.3925"
"5814","20111213","-0.7559","0.3123","-0.2727"
"5815","20111214","0.3669","0.7485","-0.5644"
"5816","20111215","-2.2975","1.1639","-0.2187"
"5817","20111216","0.2928","-0.4341","0.3311"
"5818","20111219","-2.2158","-0.7059","-0.5211"
"5819","20111220","0.4467","0.1205","-0.3828"
"5820","20111221","4.5509","-0.8291","0.6656"
"5821","20111222","0.0071","-0.3440","-0.4097"
"5822","20111223","2.0781","0.1521","0.5257"
"5823","20111226","-0.2589","0.5525","-0.2817"
"5824","20111227","-0.1132","-0.2221","0.2589"
"5825","20111228","-0.4130","0.6977","-0.3244"
"5826","20111229","0.2613","-0.2153","-0.0153"
"5827","20111230","-0.0481","0.1826","-0.0284"
"5828","20120102","-1.6752","0.5161","0.3498"
"5829","20120103","1.4524","-0.8802","0.3603"
"5830","20120104","0.4235","-0.4677","0.1401"
"5831","20120105","0.6799","-0.1121","0.2244"
"5832","20120106","-0.1702","0.3289","-0.7561"
"5833","20120109","-0.3817","-0.2443","0.2491"
"5834","20120110","1.2032","-0.6524","0.2473"
"5835","20120111","0.1173","-0.0276","-0.0432"
"5836","20120112","-0.0136","-0.7225","0.0272"
"5837","20120113","-0.0660","-0.6206","-0.5559"
"5838","20120116","-1.0943","1.1648","0.6276"
"5839","20120117","1.6418","0.1602","0.2399"
"5840","20120118","0.1466","0.1925","-0.3725"
"5841","20120130","2.3974","0.0173","0.3796"
"5842","20120131","1.4684","0.1675","0.3600"
"5843","20120201","0.4232","1.8399","0.6833"
"5844","20120202","1.3666","0.3311","0.6580"
"5845","20120203","0.2879","-0.1129","0.8282"
"5846","20120204","0.8435","0.4431","0.8843"
"5847","20120206","-0.6989","-0.1072","-0.8260"
"5848","20120207","0.2291","-0.4829","0.0485"
"5849","20120208","2.1239","-0.1150","-0.3745"
"5850","20120209","0.5396","0.8051","-0.3780"
"5851","20120210","-0.6693","0.9081","1.1928"
"5852","20120213","0.6136","0.6705","0.5076"
"5853","20120214","-0.3462","0.5821","-1.2639"
"5854","20120215","1.5480","-0.0448","0.5162"
"5855","20120216","-1.6795","0.0746","-0.6529"
"5856","20120217","0.3238","-0.0773","-0.1319"
"5857","20120220","0.7637","0.4331","0.4092"
"5858","20120221","-0.4223","0.3934","-0.8239"
"5859","20120222","0.9986","0.1097","-0.4332"
"5860","20120223","-0.8156","0.4632","0.3117"
"5861","20120224","0.2909","-0.8229","0.2190"
"5862","20120229","2.0582","-1.5177","-0.0242"
"5863","20120301","-0.0460","0.6699","0.3056"
"5864","20120302","0.2553","0.7572","-0.2002"
"5865","20120303","-0.3851","1.0519","0.3014"
"5866","20120305","-1.3267","-0.0471","0.1111"
"5867","20120306","-0.8387","-1.0150","-0.5053"
"5868","20120307","-0.4678","0.7136","-0.4943"
"5869","20120308","1.0101","-0.2508","0.1280"
"5870","20120309","0.4042","0.6093","-0.0303"
"5871","20120312","-1.1123","0.7086","-0.2856"
"5872","20120313","1.3308","-1.0871","0.2735"
"5873","20120314","1.1551","0.1033","-0.9424"
"5874","20120315","-0.0661","0.1370","0.0653"
"5875","20120316","-0.8619","0.8853","0.1005"
"5876","20120319","-0.1524","-0.1353","-0.0145"
"5877","20120320","-0.8934","0.1007","0.3454"
"5878","20120321","0.1401","-0.2699","-0.0725"
"5879","20120322","0.9477","-0.2019","0.0376"
"5880","20120323","0.1992","0.2473","-0.5835"
"5881","20120326","-1.3467","1.4602","-0.1177"
"5882","20120327","0.8120","-1.1821","-0.2235"
"5883","20120328","0.0785","-0.3207","-0.2242"
"5884","20120329","-2.0595","-1.2567","-1.1155"
"5885","20120330","0.7606","0.0119","0.2733"
"5886","20120402","-0.8731","-0.1218","-0.1140"
"5887","20120403","-1.2842","-1.5496","-0.1895"
"5888","20120405","-1.5841","-0.3642","-0.4844"
"5889","20120406","0.8632","1.3186","0.0534"
"5890","20120409","-1.3706","0.3483","-0.2986"
"5891","20120410","0.5089","-0.0315","1.2402"
"5892","20120411","0.1882","0.0367","-0.5446"
"5893","20120412","0.0603","0.4615","-0.0890"
"5894","20120413","1.6178","0.0374","0.3222"
"5895","20120416","-0.7439","0.1498","-0.1671"
"5896","20120417","-1.8533","-0.1027","0.2024"
"5897","20120418","0.2258","-0.1488","-0.2037"
"5898","20120419","0.2210","-0.4061","0.1761"
"5899","20120420","-1.5365","0.1153","0.2876"
"5900","20120423","-0.3539","-0.9278","-0.2970"
"5901","20120424","0.2403","-0.1254","-0.2715"
"5902","20120425","0.8253","0.2670","0.2340"
"5903","20120426","-0.5756","0.2094","-0.0512"
"5904","20120427","-0.5167","-0.2746","0.0800"
"5905","20120430","0.2818","0.1787","-0.1800"
"5906","20120502","2.2800","0.3539","0.2797"
"5907","20120503","-0.2464","0.1400","-0.0456"
"5908","20120504","0.5548","0.2936","-0.1804"
"5909","20120507","-2.0986","0.9040","-0.0367"
"5910","20120508","0.1085","0.1421","0.0057"
"5911","20120509","-0.9257","0.1118","-0.3706"
"5912","20120510","0.1351","-0.4848","0.1900"
"5913","20120511","-1.1042","0.0246","-0.0966"
"5914","20120514","-0.3414","-0.2824","-0.0019"
"5915","20120515","0.2434","0.2988","-0.6143"
"5916","20120516","-2.1956","0.8759","0.0612"
"5917","20120517","1.6988","-1.2490","0.5060"
"5918","20120518","-2.7939","0.0800","-0.0730"
"5919","20120521","0.6073","-0.2316","-0.1293"
"5920","20120522","1.1297","0.1168","-0.0958"
"5921","20120523","-1.7537","0.6422","-0.1941"
"5922","20120524","-0.3328","-0.5079","-0.4362"
"5923","20120525","-0.7686","-0.1303","0.1712"
"5924","20120528","0.9013","-0.2100","-0.1370"
"5925","20120529","2.8908","0.0381","0.2176"
"5926","20120530","-1.1245","-0.0256","0.4523"
"5927","20120531","0.5552","-0.5327","-0.0729"
"5928","20120601","-2.6715","0.9901","0.2794"
"5929","20120604","-2.9623","-0.7383","-0.5782"
"5930","20120605","1.5378","0.0525","0.1974"
"5931","20120606","0.7955","-0.0267","0.2973"
"5932","20120607","0.3394","-0.1963","-0.0321"
"5933","20120608","-1.1540","0.5086","0.6346"
"5934","20120611","1.7449","-0.8176","-0.1557"
"5935","20120612","-0.6797","0.2123","0.3587"
"5936","20120613","0.2254","0.2244","-0.1012"
"5937","20120614","-0.2145","0.2341","-0.1216"
"5938","20120615","1.1103","-0.4256","-0.5781"
"5939","20120618","1.7540","-0.2465","-0.3756"
"5940","20120619","-0.1048","-0.1071","-0.3875"
"5941","20120620","0.8242","-0.1096","-0.0807"
"5942","20120621","-0.7619","0.5066","0.4600"
"5943","20120622","-0.7835","0.7880","0.0483"
"5944","20120625","-0.7807","0.5725","0.0685"
"5945","20120626","-0.3832","-0.3810","0.0996"
"5946","20120627","0.6331","-0.1752","-0.2088"
"5947","20120628","-0.1196","0.2781","-0.2387"
"5948","20120629","1.7719","-1.0843","-0.1266"
"5949","20120702","0.6776","0.0014","-0.1027"
"5950","20120703","1.0418","-0.2686","-0.1617"
"5951","20120704","0.6687","0.1399","-0.0687"
"5952","20120705","-0.2497","0.2613","-0.2526"
"5953","20120706","-0.2510","-0.2281","-0.1064"
"5954","20120709","-0.5136","0.4309","-0.5566"
"5955","20120710","-0.7810","-0.0636","0.3945"
"5956","20120711","0.2159","-0.1974","-0.0141"
"5957","20120712","-1.6562","0.5494","0.1667"
"5958","20120713","-0.3415","-0.4356","-0.3242"
"5959","20120716","-0.0966","-0.3965","-0.8542"
"5960","20120717","0.8281","-0.2881","-0.3652"
"5961","20120718","-1.0690","0.7793","-0.2930"
"5962","20120719","1.4901","-0.4467","-0.3328"
"5963","20120720","0.2618","-0.0824","-0.1292"
"5964","20120723","-1.8897","0.6310","-0.3601"
"5965","20120724","-0.2555","-0.2529","-0.4133"
"5966","20120725","-0.3151","0.4633","-0.0679"
"5967","20120726","0.0197","0.8696","-0.6099"
"5968","20120727","2.2459","-0.9519","-0.4148"
"5969","20120730","0.4863","0.1618","0.0543"
"5970","20120731","1.5924","-0.9613","-0.1960"
"5971","20120801","0.0815","0.3793","-0.1402"
"5972","20120803","-0.6447","0.8626","-0.9353"
"5973","20120806","0.9841","-0.6948","-0.1111"
"5974","20120807","0.1948","-0.4334","-0.1919"
"5975","20120808","0.4674","-0.1976","0.6527"
"5976","20120809","1.7292","-0.2856","-0.0068"
"5977","20120810","0.2068","0.6159","-0.2168"
"5978","20120813","-0.0567","0.4287","0.4005"
"5979","20120814","0.5831","0.1462","-0.3123"
"5980","20120815","-0.1099","0.0652","0.3030"
"5981","20120816","0.3543","0.4286","0.5069"
"5982","20120817","-0.2963","0.5124","0.3394"
"5983","20120820","-0.4554","0.3123","-0.2648"
"5984","20120821","1.0448","-0.7005","0.3507"
"5985","20120822","-0.0799","-0.0488","0.1428"
"5986","20120823","0.1243","0.2024","0.0886"
"5987","20120824","-0.3733","0.8354","-0.2303"
"5988","20120827","-0.1298","0.2630","-0.1029"
"5989","20120828","-1.4140","-0.0506","0.0392"
"5990","20120829","0.4054","0.0835","0.0651"
"5991","20120830","-0.2400","0.4746","-0.0369"
"5992","20120831","0.3391","-0.2234","-0.2790"
"5993","20120903","0.7274","0.3255","-0.2670"
"5994","20120904","0.0092","0.3801","0.3624"
"5995","20120905","-1.1291","0.9450","0.1823"
"5996","20120906","-0.5450","0.1482","0.4707"
"5997","20120907","1.3357","-0.6861","0.1146"
"5998","20120910","0.7872","-0.3906","1.1056"
"5999","20120911","0.0255","-0.2614","-0.1447"
"6000","20120912","1.1368","-0.5605","0.0255"
"6001","20120913","0.1035","0.1353","-0.1460"
"6002","20120914","2.0955","-1.6075","0.5072"
"6003","20120917","0.3094","-0.0240","0.6447"
"6004","20120918","-0.3618","0.3325","0.1065"
"6005","20120919","0.6222","-0.1794","0.3877"
"6006","20120920","-0.7049","0.7371","-0.2123"
"6007","20120921","0.3426","0.1623","0.8636"
"6008","20120924","0.1820","0.3185","0.5506"
"6009","20120925","-0.4562","0.2315","-0.3895"
"6010","20120926","-0.8342","0.3642","-0.3754"
"6011","20120927","0.1771","0.3618","-0.0913"
"6012","20120928","0.4052","-0.3123","-1.0215"
"6013","20121001","-0.5206","0.4587","-0.3794"
"6014","20121002","0.5554","-0.1937","0.0971"
"6015","20121003","-0.4424","0.1522","-0.3762"
"6016","20121004","-0.0378","-0.1098","-0.2527"
"6017","20121005","0.1085","-0.1280","0.0117"
"6018","20121008","-0.9732","-0.1079","-0.5841"
"6019","20121009","-0.3253","-0.7305","-0.0780"
"6020","20121011","-1.8572","0.2694","-0.5108"
"6021","20121012","-0.2027","0.0124","-0.0959"
"6022","20121015","-0.2491","-0.5978","0.0722"
"6023","20121016","0.6899","-0.2648","0.8284"
"6024","20121017","-0.0789","0.0705","0.3250"
"6025","20121018","0.0084","-0.0085","-0.4322"
